transaction_id,product_id,product_id_dict,customer_id,transaction_date,online_order,order_status,list_price,standard_cost
842,0,35,294,9/6/2017,True,Approved,"533,51","400,13"
851,0,14,3086,12/12/2017,True,Approved,"360,4","270,30"
856,0,40,2247,2/12/2017,False,Approved,"495,72","297,43"
892,0,23,2384,7/23/2017,True,Approved,"227,88","136,73"
898,0,10,1710,4/3/2017,True,Approved,"543,39","407,54"
902,0,40,6,5/21/2017,False,Approved,"358,39","215,03"
930,0,46,907,12/4/2017,False,Approved,"175,89","131,92"
952,0,35,2972,1/15/2017,False,Approved,"290,62","215,14"
975,0,21,1904,8/23/2017,True,Approved,"235,63","125,07"
978,0,13,2210,11/11/2017,False,Approved,"363,01","290,41"
1004,0,50,2254,5/16/2017,False,Cancelled,"205,84",
1035,0,28,667,1/7/2017,False,Approved,"71,49","53,62"
1065,0,23,1173,9/1/2017,True,Approved,"227,88","136,73"
1079,0,4,1470,4/28/2017,True,Approved,"569,56","528,43"
1105,0,18,469,2/5/2017,True,Approved,"12,01","7,21"
1122,0,28,1147,6/11/2017,False,Approved,"71,49","53,62"
1126,0,25,2597,12/25/2017,False,Approved,"416,98","312,74"
1129,0,10,1611,9/27/2017,True,Approved,"543,39","407,54"
1130,0,21,230,10/23/2017,False,Approved,"183,86","137,90"
1131,0,50,2163,3/9/2017,False,Approved,"605,54",
1143,0,18,2912,5/2/2017,False,Approved,"12,01","7,21"
1159,0,28,1237,11/11/2017,True,Approved,"71,49","53,62"
1172,0,35,2099,3/25/2017,False,Approved,"290,62","215,14"
1190,0,28,1405,11/5/2017,False,Approved,"71,49","53,62"
1197,0,50,2234,4/4/2017,False,Approved,"756,31",
1200,0,22,86,6/21/2017,True,Approved,"71,16","56,93"
1214,0,21,215,10/9/2017,False,Approved,"183,86","137,90"
1238,0,3,1640,2/27/2017,True,Approved,"230,91","173,18"
1262,0,28,2679,10/6/2017,False,Approved,"478,16","298,72"
1272,0,10,1759,6/17/2017,False,Approved,"544,05","376,84"
1281,0,28,2500,2/19/2017,True,Approved,"478,16","298,72"
1283,0,50,397,8/9/2017,False,Approved,850,
1296,0,23,3375,10/24/2017,True,Approved,"227,88","136,73"
1308,0,40,1908,8/16/2017,False,Approved,"358,39","215,03"
1334,0,28,1304,1/18/2017,True,Approved,"71,49","53,62"
1403,0,21,2891,1/1/2017,True,Approved,"183,86","137,90"
1420,0,21,988,9/9/2017,False,Approved,"235,63","125,07"
1471,0,35,1647,5/18/2017,False,Approved,"533,51","400,13"
1492,0,21,1623,12/28/2017,False,Approved,"183,86","137,90"
1520,0,14,453,6/5/2017,True,Approved,"360,4","270,30"
1521,0,35,2114,7/8/2017,True,Approved,"290,62","215,14"
1536,0,4,1290,11/16/2017,True,Approved,"569,56","528,43"
1549,0,21,240,9/14/2017,False,Approved,"183,86","137,90"
1563,0,23,64,4/20/2017,True,Approved,"227,88","136,73"
1568,0,3,3081,3/17/2017,False,Approved,"230,91","173,18"
1573,0,18,2027,9/29/2017,True,Approved,"12,01","7,21"
1575,0,14,2347,7/29/2017,True,Approved,"360,4","270,30"
1576,0,25,2420,5/5/2017,True,Approved,"416,98","312,74"
1584,0,4,656,10/20/2017,True,Approved,"569,56","528,43"
1622,0,46,736,9/7/2017,,Approved,"175,89","131,92"
1636,0,10,966,12/17/2017,False,Approved,"543,39","407,54"
1654,0,50,1972,10/5/2017,False,Approved,"571,27",
1665,0,10,1024,7/8/2017,True,Approved,"543,39","407,54"
1671,0,35,3020,10/22/2017,True,Approved,"533,51","400,13"
1681,0,50,2733,5/18/2017,False,Approved,"294,35",
1691,0,22,3119,9/15/2017,False,Approved,"71,16","56,93"
1698,0,10,1707,10/13/2017,True,Approved,"543,39","407,54"
1733,0,29,1879,11/13/2017,True,Approved,"202,62","151,96"
1748,0,46,258,4/19/2017,False,Approved,"175,89","131,92"
1753,0,50,925,7/25/2017,False,Approved,"149,3",
1766,0,25,3483,9/4/2017,False,Approved,"416,98","312,74"
1772,0,21,3112,1/29/2017,False,Approved,"235,63","125,07"
1779,0,50,2153,3/23/2017,False,Approved,"447,25",
1794,0,10,993,4/10/2017,False,Approved,"543,39","407,54"
1809,0,46,2559,11/2/2017,True,Approved,"175,89","131,92"
1812,0,13,2413,10/18/2017,False,Approved,"363,01","290,41"
1822,0,13,1907,9/11/2017,False,Approved,"363,01","290,41"
1864,0,40,501,4/24/2017,False,Approved,"495,72","297,43"
1865,0,10,2307,7/9/2017,True,Approved,"544,05","376,84"
1876,0,35,1674,3/26/2017,False,Approved,"290,62","215,14"
1878,0,29,993,12/17/2017,False,Approved,"202,62","151,96"
1910,0,35,1662,7/16/2017,False,Approved,"290,62","215,14"
1911,0,10,1109,4/1/2017,True,Approved,"543,39","407,54"
1927,0,25,676,7/1/2017,True,Approved,"416,98","312,74"
1929,0,21,2790,2/12/2017,True,Approved,"183,86","137,90"
1943,0,25,414,7/17/2017,True,Approved,"416,98","312,74"
1977,0,35,2965,4/19/2017,False,Approved,"533,51","400,13"
2039,0,21,2951,9/18/2017,False,Approved,"183,86","137,90"
2044,0,3,3265,10/3/2017,True,Approved,"230,91","173,18"
2056,0,14,2285,4/11/2017,False,Approved,"360,4","270,30"
2067,0,14,804,6/27/2017,True,Approved,"360,4","270,30"
2123,0,39,945,6/28/2017,True,Approved,"499,53","388,72"
2130,0,35,260,11/19/2017,False,Approved,"290,62","215,14"
2163,0,3,260,10/3/2017,True,Approved,"230,91","173,18"
2166,0,28,1528,3/30/2017,True,Approved,"478,16","298,72"
2167,0,28,2575,3/18/2017,False,Approved,"441,49","84,99"
2185,0,35,3013,8/21/2017,False,Approved,"290,62","215,14"
2186,0,28,2955,12/11/2017,True,Approved,"100,35","75,26"
2187,0,50,1568,3/14/2017,True,Approved,"1348,41",
2199,0,21,936,2/11/2017,True,Approved,"183,86","137,90"
2233,0,3,2073,2/23/2017,False,Approved,"230,91","173,18"
2239,0,45,3326,4/30/2017,True,Approved,"60,34","45,26"
2248,0,13,296,12/22/2017,False,Approved,"363,01","290,41"
2253,0,28,2443,12/18/2017,False,Approved,"100,35","75,26"
2271,0,4,1674,11/12/2017,True,Approved,"569,56","528,43"
2303,0,50,2465,4/22/2017,False,Approved,"1021,43",
2312,0,10,3325,11/15/2017,True,Approved,"543,39","407,54"
2314,0,22,3250,7/29/2017,False,Approved,"71,16","56,93"
2344,0,22,598,7/30/2017,False,Approved,"71,16","56,93"
2373,0,14,1729,4/26/2017,False,Approved,"360,4","270,30"
2374,0,14,3265,5/1/2017,True,Approved,"360,4","270,30"
2376,0,14,758,4/10/2017,True,Approved,"360,4","270,30"
2388,0,14,1742,4/16/2017,True,Approved,"360,4","270,30"
2401,0,14,86,7/30/2017,True,Approved,"360,4","270,30"
2431,0,28,1916,4/19/2017,False,Approved,"71,49","53,62"
2478,0,10,676,7/27/2017,True,Approved,"544,05","376,84"
2483,0,39,385,9/13/2017,False,Approved,"499,53","388,72"
2496,0,23,3490,3/18/2017,False,Approved,"227,88","136,73"
2505,0,28,858,2/20/2017,False,Approved,"441,49","84,99"
2513,0,21,289,11/11/2017,False,Approved,"183,86","137,90"
2524,0,25,2089,2/28/2017,True,Approved,"416,98","312,74"
2526,0,35,1922,2/3/2017,False,Approved,"533,51","400,13"
2561,0,18,1942,4/14/2017,True,Approved,"12,01","7,21"
2590,0,28,2981,4/9/2017,False,Approved,"71,49","53,62"
2595,0,39,2505,12/12/2017,False,Approved,"499,53","388,72"
2606,0,14,1323,4/18/2017,False,Approved,"360,4","270,30"
2607,0,18,1912,10/28/2017,False,Approved,"12,01","7,21"
2639,0,28,602,5/17/2017,True,Approved,"100,35","75,26"
2676,0,3,336,10/9/2017,False,Approved,"230,91","173,18"
2682,0,39,2068,7/24/2017,False,Approved,"499,53","388,72"
2718,0,14,958,4/18/2017,True,Approved,"360,4","270,30"
2733,0,23,963,9/13/2017,False,Approved,"227,88","136,73"
2734,0,3,1432,11/27/2017,True,Approved,"230,91","173,18"
2743,0,40,1107,11/12/2017,False,Approved,"495,72","297,43"
2758,0,40,1810,12/24/2017,True,Approved,"358,39","215,03"
2767,0,45,1307,8/19/2017,True,Approved,"60,34","45,26"
2773,0,3,1136,5/8/2017,,Approved,"230,91","173,18"
2802,0,28,501,5/31/2017,True,Approved,"441,49","84,99"
2815,0,13,2697,8/28/2017,True,Approved,"363,01","290,41"
2821,0,21,2307,8/22/2017,False,Approved,"235,63","125,07"
2824,0,4,306,8/29/2017,False,Approved,"569,56","528,43"
2846,0,25,2358,11/16/2017,True,Approved,"416,98","312,74"
2875,0,21,2012,6/9/2017,False,Approved,"183,86","137,90"
2887,0,10,2770,8/12/2017,False,Approved,"543,39","407,54"
2925,0,28,1480,11/16/2017,True,Approved,"478,16","298,72"
2935,0,22,1910,9/6/2017,True,Approved,"71,16","56,93"
2940,0,35,395,4/2/2017,True,Approved,"533,51","400,13"
2943,0,22,820,1/6/2017,False,Approved,"71,16","56,93"
2945,0,23,3465,10/19/2017,False,Approved,"227,88","136,73"
2948,0,50,3212,9/14/2017,False,Approved,"1163,77",
2953,0,10,1410,10/31/2017,True,Approved,"543,39","407,54"
2957,0,18,1912,11/22/2017,False,Approved,"12,01","7,21"
2967,0,21,308,5/18/2017,True,Approved,"235,63","125,07"
2984,0,3,3042,2/20/2017,False,Approved,"230,91","173,18"
2987,0,46,1136,1/13/2017,True,Approved,"175,89","131,92"
2991,0,50,812,4/10/2017,True,Approved,"1294,66",
3014,0,3,3148,11/5/2017,True,Approved,"230,91","173,18"
3020,0,21,1525,12/6/2017,False,Approved,"235,63","125,07"
3031,0,3,548,9/14/2017,False,Approved,"230,91","173,18"
3085,0,35,3042,3/11/2017,False,Approved,"533,51","400,13"
3096,0,10,3252,5/22/2017,True,Approved,"544,05","376,84"
3099,0,23,3313,5/18/2017,True,Approved,"227,88","136,73"
3104,0,13,1833,12/20/2017,True,Approved,"363,01","290,41"
3117,0,10,2494,2/18/2017,True,Approved,"544,05","376,84"
3170,0,13,263,11/5/2017,False,Approved,"363,01","290,41"
3195,0,50,1902,12/9/2017,False,Approved,"638,29",
3196,0,13,1470,11/27/2017,False,Approved,"363,01","290,41"
3200,0,46,247,1/21/2017,True,Approved,"175,89","131,92"
3221,0,13,2058,3/19/2017,False,Approved,"363,01","290,41"
3260,0,50,3168,2/24/2017,True,Approved,"1202,34",
3273,0,39,1731,10/25/2017,True,Approved,"499,53","388,72"
3304,0,29,2621,11/1/2017,True,Approved,"202,62","151,96"
3323,0,22,3418,9/10/2017,False,Approved,"71,16","56,93"
3339,0,18,2189,6/4/2017,False,Approved,"12,01","7,21"
3356,0,21,2459,7/26/2017,False,Approved,"235,63","125,07"
3370,0,45,1798,12/17/2017,True,Approved,"60,34","45,26"
3409,0,50,52,3/11/2017,True,Approved,"326,86",
3421,0,45,2553,3/17/2017,True,Approved,"60,34","45,26"
3443,0,45,1640,1/27/2017,True,Approved,"60,34","45,26"
3447,0,3,2603,2/24/2017,True,Approved,"230,91","173,18"
3472,0,10,412,12/3/2017,False,Approved,"543,39","407,54"
3493,0,21,2281,2/4/2017,False,Approved,"235,63","125,07"
3536,0,28,1691,12/28/2017,True,Approved,"441,49","84,99"
3556,0,10,2468,12/9/2017,False,Approved,"544,05","376,84"
3560,0,3,1449,4/8/2017,True,Approved,"230,91","173,18"
3590,0,14,1788,12/1/2017,True,Approved,"360,4","270,30"
3607,0,18,1614,7/22/2017,True,Approved,"12,01","7,21"
3610,0,35,758,12/3/2017,False,Approved,"290,62","215,14"
3624,0,40,1074,2/7/2017,False,Approved,"358,39","215,03"
3628,0,39,1719,11/25/2017,False,Approved,"499,53","388,72"
3649,0,22,964,2/25/2017,True,Approved,"71,16","56,93"
3650,0,21,1165,10/13/2017,False,Approved,"183,86","137,90"
3678,0,10,124,10/9/2017,False,Approved,"544,05","376,84"
3726,0,29,3038,7/4/2017,True,Approved,"202,62","151,96"
3727,0,29,1148,12/22/2017,False,Approved,"202,62","151,96"
3734,0,14,645,9/5/2017,True,Approved,"360,4","270,30"
3737,0,10,3126,5/22/2017,True,Cancelled,"543,39","407,54"
3764,0,10,1343,7/17/2017,False,Approved,"543,39","407,54"
3774,0,39,629,2/25/2017,False,Approved,"499,53","388,72"
3782,0,50,1503,11/26/2017,True,Approved,"814,86",
3785,0,35,988,5/12/2017,False,Approved,"533,51","400,13"
3837,0,28,2059,7/13/2017,True,Approved,"100,35","75,26"
3839,0,45,3271,2/7/2017,False,Approved,"60,34","45,26"
3849,0,28,2204,5/15/2017,True,Approved,"71,49","53,62"
3851,0,40,2224,2/12/2017,False,Approved,"495,72","297,43"
3878,0,50,696,7/30/2017,False,Approved,"1102,68",
3905,0,25,3323,3/11/2017,,Approved,"416,98","312,74"
3909,0,13,3239,6/19/2017,False,Approved,"363,01","290,41"
3927,0,46,2968,6/27/2017,True,Approved,"175,89","131,92"
3930,0,35,3415,10/30/2017,,Approved,"290,62","215,14"
3941,0,14,1930,7/2/2017,True,Approved,"360,4","270,30"
3975,0,39,2720,4/25/2017,False,Approved,"499,53","388,72"
4004,0,25,485,8/19/2017,True,Approved,"416,98","312,74"
4013,0,3,6,9/16/2017,False,Approved,"230,91","173,18"
4025,0,50,3264,5/5/2017,True,Approved,"1880,4",
4041,0,22,2125,12/17/2017,True,Approved,"71,16","56,93"
4074,0,50,1841,4/9/2017,False,Approved,"1541,62",
4082,0,45,637,1/12/2017,True,Approved,"60,34","45,26"
4091,0,14,1877,1/18/2017,True,Approved,"360,4","270,30"
4092,0,45,137,12/3/2017,False,Approved,"60,34","45,26"
4128,0,50,3242,1/4/2017,True,Approved,"639,38",
4145,0,35,1519,5/15/2017,False,Approved,"290,62","215,14"
4153,0,18,428,8/6/2017,False,Approved,"12,01","7,21"
4164,0,4,625,12/14/2017,True,Approved,"569,56","528,43"
4182,0,28,2247,6/18/2017,True,Approved,"71,49","53,62"
4207,0,21,1678,5/13/2017,False,Approved,"183,86","137,90"
4218,0,25,1509,1/10/2017,True,Approved,"416,98","312,74"
4223,0,50,2479,5/5/2017,True,Approved,"402,14",
4225,0,50,2405,5/2/2017,False,Approved,"710,55",
4228,0,50,3464,6/4/2017,False,Approved,"1142,89",
4270,0,40,1144,10/13/2017,True,Approved,"495,72","297,43"
4285,0,21,1144,12/13/2017,True,Approved,"183,86","137,90"
4292,0,21,767,8/30/2017,False,Approved,"183,86","137,90"
4318,0,13,1401,5/18/2017,False,Approved,"363,01","290,41"
4323,0,46,894,8/12/2017,False,Approved,"175,89","131,92"
4339,0,50,1741,4/12/2017,False,Approved,"813,6",
4343,0,35,1786,7/6/2017,False,Approved,"533,51","400,13"
4346,0,21,714,7/29/2017,True,Approved,"235,63","125,07"
4350,0,14,946,4/25/2017,False,Approved,"360,4","270,30"
4372,0,28,792,3/9/2017,True,Approved,"100,35","75,26"
4405,0,50,325,8/10/2017,False,Approved,"1833,17",
4409,0,10,544,1/23/2017,True,Approved,"544,05","376,84"
4419,0,28,1256,7/28/2017,True,Approved,"478,16","298,72"
4464,0,40,2529,9/19/2017,True,Approved,"495,72","297,43"
4476,0,22,1980,8/25/2017,True,Approved,"71,16","56,93"
4478,0,10,2174,6/7/2017,,Approved,"544,05","376,84"
4491,0,28,1428,10/23/2017,False,Approved,"100,35","75,26"
4496,0,28,776,6/22/2017,False,Approved,"441,49","84,99"
4505,0,10,3487,7/4/2017,True,Approved,"543,39","407,54"
4590,0,10,640,12/1/2017,True,Approved,"544,05","376,84"
4605,0,50,1957,5/1/2017,False,Approved,"1285,47",
4653,0,50,104,3/8/2017,False,Approved,"1678,71",
4671,0,10,1039,5/30/2017,True,Approved,"544,05","376,84"
4691,0,14,123,2/16/2017,True,Approved,"360,4","270,30"
4703,0,35,1944,4/24/2017,False,Approved,"533,51","400,13"
4714,0,50,2454,11/5/2017,True,Approved,"437,51",
4721,0,13,2692,11/20/2017,False,Approved,"363,01","290,41"
4764,0,35,1945,9/6/2017,True,Approved,"533,51","400,13"
4768,0,46,2859,9/11/2017,False,Approved,"175,89","131,92"
4771,0,35,3495,12/17/2017,True,Approved,"533,51","400,13"
4780,0,45,803,10/15/2017,True,Approved,"60,34","45,26"
4826,0,23,2692,3/3/2017,True,Approved,"227,88","136,73"
4833,0,50,961,9/3/2017,False,Approved,"366,22",
4855,0,23,3320,2/16/2017,True,Approved,"227,88","136,73"
4874,0,40,776,6/23/2017,False,Approved,"495,72","297,43"
4892,0,39,81,12/26/2017,False,Approved,"499,53","388,72"
4896,0,50,922,6/25/2017,False,Approved,"1199,26",
4907,0,3,2433,1/24/2017,False,Approved,"230,91","173,18"
4908,0,3,3471,6/30/2017,True,Approved,"230,91","173,18"
4909,0,46,1538,5/28/2017,True,Approved,"175,89","131,92"
4911,0,21,1406,3/3/2017,False,Approved,"183,86","137,90"
4937,0,4,1749,3/25/2017,False,Approved,"569,56","528,43"
4956,0,13,2682,6/16/2017,False,Approved,"363,01","290,41"
4963,0,3,531,4/21/2017,True,Approved,"230,91","173,18"
4967,0,50,2217,8/16/2017,True,Approved,"1888,45",
4984,0,18,928,4/8/2017,False,Approved,"12,01","7,21"
4986,0,28,1163,10/27/2017,True,Approved,"478,16","298,72"
4994,0,35,1416,4/2/2017,False,Approved,"533,51","400,13"
5007,0,13,2616,4/17/2017,True,Approved,"363,01","290,41"
5009,0,10,2679,8/22/2017,False,Approved,"543,39","407,54"
5010,0,39,2460,10/12/2017,False,Approved,"499,53","388,72"
5029,0,40,342,3/25/2017,,Approved,"495,72","297,43"
5035,0,10,1839,7/25/2017,False,Approved,"544,05","376,84"
5048,0,23,1305,2/13/2017,False,Approved,"227,88","136,73"
5056,0,39,1051,7/4/2017,False,Approved,"499,53","388,72"
5059,0,46,3251,12/23/2017,True,Approved,"175,89","131,92"
5065,0,50,3399,6/14/2017,False,Approved,"237,44",
5093,0,10,539,11/24/2017,False,Approved,"543,39","407,54"
5101,0,28,1850,6/29/2017,False,Approved,"441,49","84,99"
5159,0,50,1418,6/1/2017,False,Approved,"317,3",
5178,0,28,396,3/1/2017,False,Approved,"441,49","84,99"
5187,0,10,1859,5/21/2017,True,Approved,"543,39","407,54"
5207,0,50,531,3/2/2017,True,Approved,"1527,25",
5214,0,45,82,3/30/2017,True,Approved,"60,34","45,26"
5244,0,14,2546,12/11/2017,True,Approved,"360,4","270,30"
5261,0,50,3322,12/28/2017,False,Approved,"1563,94",
5264,0,28,2659,10/28/2017,False,Approved,"71,49","53,62"
5267,0,50,1172,10/5/2017,False,Approved,"1146,42",
5283,0,10,3038,2/8/2017,False,Approved,"543,39","407,54"
5291,0,40,2138,11/17/2017,True,Approved,"358,39","215,03"
5312,0,21,1826,9/30/2017,True,Approved,"235,63","125,07"
5322,0,4,2048,7/12/2017,True,Approved,"569,56","528,43"
5326,0,10,1304,9/30/2017,True,Approved,"544,05","376,84"
5331,0,28,1107,9/28/2017,False,Approved,"71,49","53,62"
5356,0,28,1885,5/12/2017,True,Approved,"71,49","53,62"
5385,0,21,1796,1/4/2017,False,Approved,"235,63","125,07"
5396,0,40,1953,5/3/2017,True,Approved,"495,72","297,43"
5416,0,28,1700,11/16/2017,,Approved,"71,49","53,62"
5461,0,10,1726,12/21/2017,,Cancelled,"543,39","407,54"
5490,0,28,249,9/14/2017,True,Approved,"71,49","53,62"
5496,0,23,1214,12/7/2017,False,Approved,"227,88","136,73"
5505,0,28,3259,5/1/2017,False,Approved,"441,49","84,99"
5532,0,25,2798,6/29/2017,False,Approved,"416,98","312,74"
5556,0,18,1323,6/6/2017,False,Approved,"12,01","7,21"
5589,0,28,945,6/1/2017,True,Approved,"478,16","298,72"
5593,0,10,2204,3/7/2017,True,Approved,"544,05","376,84"
5603,0,50,947,6/15/2017,False,Approved,"1192,33",
5607,0,14,2659,5/8/2017,True,Approved,"360,4","270,30"
5610,0,22,1577,10/23/2017,True,Approved,"71,16","56,93"
5618,0,10,2589,8/18/2017,True,Approved,"544,05","376,84"
5630,0,10,1538,2/5/2017,False,Approved,"543,39","407,54"
5655,0,18,1892,1/4/2017,True,Approved,"12,01","7,21"
5702,0,35,2283,4/8/2017,True,Approved,"533,51","400,13"
5709,0,23,1833,8/14/2017,False,Approved,"227,88","136,73"
5721,0,22,2838,2/3/2017,False,Approved,"71,16","56,93"
5737,0,39,3050,1/23/2017,True,Approved,"499,53","388,72"
5754,0,13,2849,9/6/2017,True,Approved,"363,01","290,41"
5761,0,45,1003,2/20/2017,False,Approved,"60,34","45,26"
5772,0,28,1800,3/30/2017,True,Approved,"441,49","84,99"
5784,0,39,793,9/9/2017,False,Approved,"499,53","388,72"
5814,0,21,394,2/9/2017,False,Approved,"235,63","125,07"
5836,0,21,1406,9/10/2017,True,Approved,"183,86","137,90"
5843,0,10,1738,12/9/2017,False,Approved,"543,39","407,54"
5862,0,50,2404,12/28/2017,False,Approved,"1672,07",
5863,0,45,705,3/21/2017,True,Approved,"60,34","45,26"
5883,0,21,3451,12/2/2017,False,Approved,"235,63","125,07"
5886,0,35,277,3/5/2017,True,Approved,"533,51","400,13"
5898,0,28,289,9/28/2017,True,Approved,"478,16","298,72"
5903,0,35,329,5/21/2017,False,Approved,"533,51","400,13"
5905,0,21,664,10/7/2017,True,Approved,"183,86","137,90"
5946,0,13,3101,10/2/2017,True,Approved,"363,01","290,41"
5960,0,10,2159,7/11/2017,False,Approved,"543,39","407,54"
5971,0,4,3372,1/28/2017,False,Approved,"569,56","528,43"
5988,0,13,511,12/19/2017,False,Approved,"363,01","290,41"
5994,0,35,1738,2/7/2017,True,Approved,"533,51","400,13"
5996,0,35,281,6/28/2017,False,Approved,"290,62","215,14"
5998,0,28,37,7/5/2017,True,Approved,"478,16","298,72"
6019,0,13,2240,11/9/2017,True,Approved,"363,01","290,41"
6024,0,13,1559,8/2/2017,True,Approved,"363,01","290,41"
6040,0,10,3375,5/26/2017,True,Approved,"543,39","407,54"
6072,0,50,2930,3/1/2017,True,Approved,"1099,68",
6080,0,23,2990,12/16/2017,False,Approved,"227,88","136,73"
6088,0,10,3197,11/20/2017,False,Approved,"544,05","376,84"
6093,0,25,3129,3/5/2017,False,Approved,"416,98","312,74"
6138,0,50,3145,1/17/2017,False,Approved,"1281,6",
6146,0,21,1039,11/8/2017,False,Approved,"235,63","125,07"
6164,0,23,1577,8/30/2017,True,Approved,"227,88","136,73"
6168,0,50,1591,11/15/2017,True,Approved,"1220,66",
6190,0,28,2919,8/7/2017,False,Approved,"71,49","53,62"
6210,0,23,1390,12/3/2017,False,Approved,"227,88","136,73"
6234,0,23,962,6/25/2017,False,Approved,"227,88","136,73"
6240,0,18,784,3/2/2017,True,Approved,"12,01","7,21"
6251,0,50,3102,8/31/2017,True,Approved,"1061,92",
6255,0,28,1821,10/20/2017,False,Approved,"100,35","75,26"
6269,0,50,2121,1/10/2017,False,Approved,"1502,93",
6303,0,18,2389,10/20/2017,True,Approved,"12,01","7,21"
6304,0,28,2109,1/31/2017,True,Approved,"100,35","75,26"
6366,0,21,1013,3/14/2017,True,Approved,"183,86","137,90"
6367,0,28,1390,8/26/2017,False,Approved,"478,16","298,72"
6372,0,28,1714,1/11/2017,False,Approved,"71,49","53,62"
6396,0,28,2196,3/11/2017,True,Approved,"478,16","298,72"
6418,0,28,2358,5/14/2017,False,Approved,"100,35","75,26"
6419,0,50,1707,9/3/2017,False,Approved,"398,08",
6430,0,50,714,10/16/2017,True,Approved,"101,55",
6462,0,13,3239,12/28/2017,True,Approved,"363,01","290,41"
6464,0,46,413,1/6/2017,False,Approved,"175,89","131,92"
6467,0,10,1596,7/20/2017,,Approved,"544,05","376,84"
6471,0,4,406,3/26/2017,,Approved,"569,56","528,43"
6500,0,50,1665,7/20/2017,False,Approved,"1957,87",
6505,0,40,2767,5/21/2017,False,Approved,"358,39","215,03"
6532,0,21,3037,1/9/2017,False,Approved,"235,63","125,07"
6541,0,40,2697,4/25/2017,True,Approved,"358,39","215,03"
6549,0,10,3441,4/21/2017,False,Approved,"544,05","376,84"
6570,0,28,2251,6/27/2017,True,Approved,"441,49","84,99"
6579,0,21,965,6/5/2017,False,Approved,"183,86","137,90"
6588,0,45,451,4/6/2017,False,Approved,"60,34","45,26"
6592,0,28,2299,11/1/2017,False,Approved,"71,49","53,62"
6596,0,50,811,1/27/2017,True,Approved,"1095,66",
6618,0,10,2048,6/11/2017,False,Cancelled,"544,05","376,84"
6644,0,50,1319,2/22/2017,True,Approved,"1776,08",
6675,0,50,1777,9/8/2017,False,Approved,"752,36",
6699,0,35,3126,8/2/2017,False,Approved,"533,51","400,13"
6725,0,40,1115,4/4/2017,False,Approved,"358,39","215,03"
6742,0,28,552,6/16/2017,False,Approved,"441,49","84,99"
6755,0,45,2332,11/29/2017,False,Approved,"60,34","45,26"
6758,0,35,1480,8/10/2017,True,Approved,"533,51","400,13"
